osebuildingid,datayear,buildingname,buildingtype,taxparcelidentificationnumber,address,city,state,zipcode,latitude,longitude,neighborhood,councildistrictcode,yearbuilt,numberoffloors,numberofbuildings,propertygfatotal,propertygfabuildings,propertygfaparking,selfreportgfatotal,selfreportgfabuildings,selfreportparking,energystarscore,siteeuiwn_kbtu_sf,siteeui_kbtu_sf,siteenergyuse_kbtu,siteenergyusewn_kbtu,sourceeuiwn_kbtu_sf,sourceeui_kbtu_sf,epapropertytype,largestpropertyusetype,largestpropertyusetypegfa,secondlargestpropertyusetype,thirdlargestpropertyusetype,electricity_kwh,steamuse_kbtu,naturalgas_therms,compliancestatus,complianceissue,electricity_kbtu,naturalgas_kbtu,totalghgemissions,ghgemissionsintensity,demolished,secondlargestpropertyuse,thirdlargestpropertyusetypegfa
802,2023,RAINIER PLAZA (QFC + RITE AID),NonResidential,5260300005,2707 RAINIER AVE S,SEATTLE,WA,98144,47.57903,-122.29982,GREATER DUWAMISH,2,1963,1,1,50785,50785,0,50785,50785,0,,109,109.4000015,5554886,5534313,245,245.3999939,Supermarket/Grocery Store,Supermarket/Grocery Store,28704,Retail Store,NA,1110301,,17665,Compliant,No Issue,3788347,1766540,115.6,2.28,False,22081,
803,2023,200 SW MICHIGAN,NonResidential,5367202506,200 SW MICHIGAN ST,SEATTLE,WA,98106,47.54103,-122.33766,GREATER DUWAMISH,1,1929,3,1,85126,85126,0,85126,85126,0,,,,,,,,Office,Office,85126,NA,NA,280841,,,Not Compliant,"Missing EUI, Incomplete Fuel Data",958230,,5.6,0.07,False,,
804,2023,NORTHGATE NORTH,NonResidential,2926049109,300 NE NORTHGATE WAY,SEATTLE,WA,98125,47.70911,-122.32529,NORTHWEST,5,2000,5,1,303255,283435,19820,705535,338088,367447,,67.59999847,68,22991654,22843956,169.8000031,170.1999969,Mixed Use Property,Parking,327867,Lifestyle Center,Urgent Care/Clinic/Other Outpatient,5595383,,39002,Compliant,No Issue,19091447,3900210,317.4,1.12,False,283629,25401
805,2023,PORTSIDE DISTRIBUTION CENTER,NonResidential,7666207536,4050 E MARGINAL WAY S,SEATTLE,WA,98134,47.56613,-122.33838,GREATER DUWAMISH,1,1986,1,1,411584,411584,0,411584,411584,0,65,25.29999924,25.5,10484908,10413237,54.5,54.70000076,Distribution Center,Distribution Center,375824,Refrigerated Warehouse,NA,1928246,,39057,Compliant,No Issue,6579175,3905730,245.2,0.6,False,35760,
806,2023,U.S. RUBBER BLDG.,NonResidential,5247800865,212 S JACKSON ST,SEATTLE,WA,98104,47.59937,-122.33116,DOWNTOWN,1,1902,4,1,72000,72000,0,57100,57100,0,,18.5,19.29999924,1102916,1056556,35,36.09999847,Mixed Use Property,Non-Refrigerated Warehouse,27283,Office,Retail Store,151228,,5869,Compliant,No Issue,515988,586930,34.1,0.47,False,23277,6540
807,2023,645 ELLIOTT - NORTH BUILDING,NonResidential,3879902265,645 ELLIOTT AVE W,SEATTLE,WA,98119,47.6252,-122.36737,MAGNOLIA / QUEEN ANNE,7,2008,4,1,242686,142510,100176,235421,155438,79983,67,54.90000153,54.90000153,8537994,8537994,153.8000031,153.8000031,Office,Office,155438,Parking,NA,2502343,,,Compliant,No Issue,8537994,,49.5,0.35,False,79983,
809,2023,WASHINGTON SHOE BUILDING,NonResidential,5247800735,159 S JACKSON ST,SEATTLE,WA,98104,47.59895,-122.33248,DOWNTOWN,1,1900,6,1,95760,79920,15840,84774,72664,12110,74,68,68.30000305,4960606,4938585,177.3000031,177.6000061,Office,Office,61592,Parking,Restaurant,1289108,,5622,Compliant,No Issue,4398436,562170,55.3,0.69,False,12110,11072
811,2023,SODO URBAN WORKS,NonResidential,1824049060,4143 1ST AVE S,SEATTLE,WA,98134,47.56693,-122.33571,GREATER DUWAMISH,1,1946,1,1,188681,180620,8061,261034,180620,80414,41,48.5,48.5,8755730,8751878,116.5999985,116.6999969,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,112542,Manufacturing/Industrial Plant,Office,1990709,,19634,Compliant,No Issue,6792299,1963430,143.5,0.79,False,33284,30005
812,2023,SEATTLE POTTERY,NonResidential,7666207611,35 S HANFORD ST,SEATTLE,WA,98134,47.57513,-122.33739,GREATER DUWAMISH,1,1917,1,1,65288,65288,0,65288,65288,0,,29.39999962,30,1960410,1920184,64.5,65.40000153,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,65288,NA,NA,370787,,6953,Compliant,No Issue,1265125,695280,44.2,0.68,False,,
813,2023,PUGET SOUND -TERMINAL 7 B,NonResidential,7666703967,3546 W MARGINAL WAY SW,SEATTLE,WA,98106,47.5725,-122.3571,GREATER DUWAMISH,1,1966,1,1,170632,170632,0,170632,170632,0,94,8.199999809,8.300000191,1423897,1404285,23,23.39999962,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,93836,Office,NA,417320,,,Compliant,No Issue,1423897,,8.3,0.05,False,76796,
814,2023,WEST LAKE UNION CENTER,NonResidential,8807900130,1505 WESTLAKE AVE N,SEATTLE,WA,98109,47.63264,-122.34171,MAGNOLIA / QUEEN ANNE,7,1994,10,1,381511,212533,168978,389011,220033,168978,79,54,54,11883674,11871872,145.3999939,145.5,Office,Office,220033,Parking,NA,3271168,,7224,Compliant,No Issue,11161225,722450,103,0.48,False,168978,
815,2023,FIFTH & YESLER BLDG.,NonResidential,942001155,300 5TH AVE,SEATTLE,WA,98104,47.60214,-122.32726,DOWNTOWN,1,2009,17,1,413264,275166,138098,394054,299182,94872,90,30.60000038,30.60000038,9146878,9146878,85.59999847,85.59999847,Office,Office,299182,Parking,NA,2680797,,,Compliant,No Issue,9146879,,53.1,0.19,False,94872,
817,2023,RUSSELL HALL,NonResidential,1142001150,1414 NE 42ND ST,SEATTLE,WA,98105,47.6586,-122.3124,NORTHEAST,4,2009,6,1,122400,68100,54300,104607,71208,33399,77,55,55,3917306,3917306,130.6999969,130.6999969,Mixed Use Property,Office,41624,Parking,Multifamily Housing,869558,,9504,Compliant,No Issue,2966934,950370,67.6,0.99,False,33399,20740
819,2023,UNIVERSITY VILLAGE SHOPPING CENTER BLDG D,NonResidential,925049346,2623 NE UNIVERSITY VILLAGE ST,SEATTLE,WA,98105,47.66246,-122.29898,NORTHEAST,4,1956,2,1,93803,93803,0,92822,92822,0,,42.59999847,43.20000076,4014534,3958244,98.69999695,99.69999695,Strip Mall,Strip Mall,92822,NA,NA,844293,,11338,Compliant,No Issue,2880728,1133810,76.8,0.82,False,,
820,2023,GATZERT ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,7600137,1301 E YESLER WAY,SEATTLE,WA,98122,47.6012,-122.31548,CENTRAL,3,1988,1,1,52924,52924,0,52940,52940,0,80,35.90000153,35.90000153,1898354,1898354,81.09999847,81.09999847,K-12 School,K-12 School,52940,NA,NA,556376,,,Compliant,No Issue,1898354,,11,0.21,False,,
821,2023,NORFOLK INDUSTRIAL BUILDING,NonResidential,323049194,3701 S NORFOLK ST,SEATTLE,WA,98118,47.51304,-122.28394,GREATER DUWAMISH,2,1966,2,1,123000,123000,0,123100,123100,0,8,33,33.79999924,4164119,4059172,75.09999847,76,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,123100,NA,NA,834183,,13179,Compliant,No Issue,2846234,1317880,86.4,0.7,False,,
822,2023,98 NORFOLK,NonResidential,323049221,9877 40TH AVE S,SEATTLE,WA,98118,47.51168,-122.28285,GREATER DUWAMISH,2,1978,1,1,60448,60448,0,60448,60448,0,,,,,,,,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,52702,Office,NA,121171,,,Not Compliant,"Missing EUI, Incomplete Fuel Data",413435,,2.4,0.04,False,7746,
828,2023,SWEDISH MEDICAL CENTER FIRST HILL - Campus,Campus,1978201096,747 BROADWAY,SEATTLE,WA,98122,47.60884,-122.32193,EAST,3,1994,14,8,2080885,1639334,441551,1724520,1460786,263734,91,133.8000031,133.8999939,195549680,195457904,295.2000122,295.3999939,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),1439433,Parking,Medical Office,36322940,60370608,112452,Compliant,No Issue,123933871,11245210,6204.8,3.78,False,443420,21353
829,2023,NW WORK LOFTS - Campus,Campus,1992200425,100 ELLIOTT AVE W,SEATTLE,WA,98119,47.61915,-122.35871,MAGNOLIA / QUEEN ANNE,7,1928,4,2,217800,217800,0,215197,215197,0,,43.29999924,43.70000076,9408597,9327282,72.09999847,72.59999847,Other,Other,212205,Restaurant,NA,962733,,61238,Compliant,No Issue,3284845,6123750,343.6,1.58,False,2992,
831,2023,600 BROADWAY,NonResidential,2197600250,600 BROADWAY,SEATTLE,WA,98122,47.60778,-122.32013,EAST,3,1990,5,1,289419,130262,159157,287150,146150,141000,74,73.09999847,73.09999847,10676768,10676768,193.3000031,193.3000031,Medical Office,Medical Office,146150,Parking,NA,2852681,,9434,Compliant,No Issue,9733348,943420,106.5,0.82,False,141000,
832,2023,Salal Credit Union Headquarters,NonResidential,2434900150,9706 4TH AVE NE,SEATTLE,WA,98115,47.6993,-122.32378,NORTH,5,1987,5,1,90266,90266,0,90266,90266,0,84,46.59999847,47.09999847,4248725,4203458,130.3999939,131.8000031,Office,Office,90266,NA,NA,1245230,,,Compliant,No Issue,4248725,,24.6,0.27,False,,
837,2023,PEOPLES MINI-STORAGE,NonResidential,2516000215,4213 LEARY WAY NW,SEATTLE,WA,98107,47.6582,-122.36434,BALLARD,6,2004,4,1,87332,80874,6458,87332,87332,0,86,13.39999962,13.80000019,1203133,1167954,28.39999962,28.79999924,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,87332,NA,NA,209766,,4874,Compliant,No Issue,715721,487410,30,0.37,False,,
839,2023,SILVER CLOUD INN - BROADWAY,NonResidential,1978201320,1100 BROADWAY,SEATTLE,WA,98122,47.61166,-122.32028,EAST,3,2003,6,1,150545,100528,50017,150545,100528,50017,51,105.3000031,105.8000031,10639968,10584099,193.8000031,195,Hotel,Hotel,100528,Parking,NA,1412088,,58219,Compliant,No Issue,4818044,5821920,336.5,3.35,False,50017,
841,2023,MOPOP MUSEUM,NonResidential,1991200005,325 5TH AVE N,SEATTLE,WA,98109,47.62147,-122.34817,MAGNOLIA / QUEEN ANNE,7,1999,5,1,141718,141718,0,140000,140000,0,,137.3000031,137.3999939,19234624,19226158,314.7999878,315,Museum,Museum,140000,Restaurant,NA,4002684,,55775,Compliant,No Issue,13657158,5577460,374.8,2.64,False,5803,
843,2023,THE MAXWELL HOTEL - SEATTLE,NonResidential,5457800400,300 ROY ST,SEATTLE,WA,98109,47.62562,-122.35121,MAGNOLIA / QUEEN ANNE,7,2008,5,1,111856,90583,21273,114006,92006,22000,40,82.09999847,82.09999847,7551220,7551220,159.8999939,159.8999939,Hotel,Hotel,88000,Parking,Restaurant,1136730,,36727,Compliant,No Issue,3878523,3672700,217.1,2.4,False,20000,4006
845,2023,PUBLIC STORAGE (STORE 8501),NonResidential,6003500780,1815 12TH AVE,SEATTLE,WA,98122,47.61818,-122.31728,EAST,3,1988,4,1,132828,132828,0,132828,119228,13600,,7.599999905,7.599999905,910629,911810,21.39999962,21.39999962,Self-Storage Facility,Self-Storage Facility,119228,Parking,NA,266890,,,Compliant,No Issue,910629,,5.3,0.04,False,13600,
848,2023,HOME DEPOT,NonResidential,3026049093,11616 AURORA AVE N,SEATTLE,WA,98133,47.71392,-122.34364,NORTHWEST,5,1995,1,1,101830,101830,0,102624,102624,0,83,73,70.30000305,7218922,7493442,127.8000031,125,Retail Store,Retail Store,102624,NA,NA,879549,,42179,Compliant,No Issue,3001021,4217900,241,2.37,False,,
850,2023,LESCHI ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,3416600240,135 32ND AVE,SEATTLE,WA,98122,47.6021,-122.29181,CENTRAL,3,1988,3,1,55353,55353,0,54926,54926,0,82,23,23,1264422,1266024,64.5,64.5,K-12 School,K-12 School,54926,NA,NA,370581,,,Compliant,No Issue,1264422,,7.3,0.13,False,,
854,2023,STANFORD CENTER OFFICES (SPS-DISTRICT),SPS-District K-12,7666205235,230 S LANDER ST,SEATTLE,WA,98134,47.5805,-122.33032,GREATER DUWAMISH,1,2002,3,1,338063,338063,0,357272,357272,0,,59.29999924,59.29999924,21183406,21191140,157.8000031,157.8000031,Office,Office,227949,Non-Refrigerated Warehouse,Vehicle Repair Services,5716174,,16798,Compliant,No Issue,19503586,1679820,202.2,0.6,False,49662,42729
857,2023,PUGET SOUND FREIGHT LINES-TERMINAL 7A,NonResidential,7666705088,3480 W MARGINAL WAY SW,SEATTLE,WA,98106,47.57311,-122.3601,SOUTHWEST,1,1965,1,1,152365,152365,0,157515,157515,0,84,5.699999809,5.599999905,877577,901654,12.39999962,12.19999981,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,149657,Office,NA,166405,,3098,Compliant,No Issue,567775,309800,19.7,0.13,False,7858,
858,2023,JAMES TOWER (PROVIDENCE MEDICAL CENTER),NonResidential,7942600330,528 17TH AVE,SEATTLE,WA,98122,47.6064,-122.30949,CENTRAL,3,1910,6,1,320946,320946,0,322657,322657,0,,73.69999695,74,23876332,23766190,205.1000061,206.1000061,Medical Office,Medical Office,236359,Laboratory,NA,6938755,,2013,Compliant,No Issue,23675032,201300,148,0.46,False,86298,
859,2023,GEORGETOWN CENTER BLDG. 1 & BLDG. 3 - BLDG B,NonResidential,2738100620,800 S MICHIGAN ST,SEATTLE,WA,98108,47.54858,-122.32322,GREATER DUWAMISH,1,1958,1,2,74178,74178,0,74178,74178,0,95,28.20000076,28.39999962,2104519,2093645,79,79.40000153,Retail Store,Retail Store,74178,NA,NA,616799,,,Compliant,No Issue,2104519,,12.2,0.16,False,,
861,2023,HARBORVIEW MEDICAL CENTER - Pat Steel Building,NonResidential,8590900805,401 BROADWAY,SEATTLE,WA,98122,47.60562,-122.3212,EAST,2,2004,5,1,275130,162150,112980,281025,164110,116915,84,63.40000153,63.40000153,10403339,10403339,177.5,177.5,Medical Office,Medical Office,164110,Parking,NA,3049044,,,Compliant,No Issue,10403338,,60.3,0.37,False,116915,
864,2023,PUBLIC STORAGE (STORE 8458),NonResidential,8902000245,10821 LAKE CITY WAY NE,SEATTLE,WA,98125,47.70855,-122.30188,NORTH,5,1987,4,1,80360,80360,0,95360,80360,15000,,15.80000019,16,1282861,1267566,21.60000038,21.79999924,Self-Storage Facility,Self-Storage Facility,80360,Parking,NA,67984,,10509,Compliant,No Issue,231961,1050900,57,0.71,False,0,
865,2023,PROLOGIS PARK 15,NonResidential,9122001075,2300 26TH AVE S,SEATTLE,WA,98144,47.58203,-122.29854,SOUTHEAST,2,1972,1,,166014,166014,0,144984,144984,0,,11.80000019,11.80000019,1707267,1707267,32,32,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,144984,NA,NA,477488,,781,Compliant,No Issue,1629189,78080,13.6,0.08,False,,
866,2023,LAFAYETTE ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,9277200005,2645 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.5795,-122.38723,SOUTHWEST,1,1950,1,1,61183,61183,0,57709,57709,0,65,44.09999847,44.5,2570558,2546056,71.19999695,71.59999847,K-12 School,K-12 School,57709,NA,NA,240122,,17513,Compliant,No Issue,819296,1751260,97.6,1.59,False,,
868,2023,BMW SEATTLE - SHOWROOM & OFFICE,NonResidential,7666202740,1002 AIRPORT WAY S,SEATTLE,WA,98134,47.59394,-122.32452,GREATER DUWAMISH,1,2008,2,1,51856,51856,0,51856,51856,0,64,34.20000076,35,1816096,1772839,75.90000153,76.69999695,Vehicle Dealership,Vehicle Dealership,48103,Office,NA,347077,,6319,Compliant,No Issue,1184228,631870,40.4,0.78,False,3753,
1280,2023,FILSON WORLD HEADQUARTERS LP,NonResidential,7666207095,1741 1ST AVE S,SEATTLE,WA,98134,47.58718,-122.33467,GREATER DUWAMISH,1,1921,3,1,66480,53280,13200,65818,52618,13200,,92.59999847,92.59999847,4874072,4874072,259.3999939,259.3999939,Mixed Use Property,Office,30728,Manufacturing/Industrial Plant,Parking,1428509,,,Compliant,No Issue,4874073,,28.3,0.53,False,13884,13200
1281,2023,4545 15TH AVE NE,Nonresidential WA,8816400020,4545 15TH AVE NE,SEATTLE,WA,98105,47.66181,-122.31231,NORTHEAST,4,1960,3,1,113944,65434,48510,132142,83632,48510,1,254.5,254.5,21286368,21282410,709.9000244,710,Office,Office,70804,Parking,Data Center,6201641,,1264,Compliant,No Issue,21159999,126370,129.4,1.98,False,48510,12828
1560,2023,TALLMAN BUILDING,NonResidential,2767703955,5350 TALLMAN AVE NW,SEATTLE,WA,98107,47.66815,-122.38076,BALLARD,6,2010,5,1,92477,92477,0,92477,92477,0,,93.59999847,93.59999847,8653248,8653248,262,262,Medical Office,Medical Office,53636,Hospital (General Medical & Surgical),NA,2536122,,,Compliant,No Issue,8653248,,50.2,0.54,False,38841,
19440,2023,B DIVISION NO. 02 CONDOMINIUM,Multifamily LR (1-4),348300000,1900 N NORTHGATE WAY,SEATTLE,WA,98133,47.70835,-122.33555,NORTHWEST,5,1976,4,1,31334,31334,0,31334,31334,0,92,22.89999962,22.5,703695,718069,64.19999695,62.90000153,Multifamily LR (1-4),Multifamily Housing,31334,NA,NA,206241,,,Compliant,No Issue,703695,,4.1,0.13,False,,
19441,2023,BAGLEY LOFTS CONDOMINIUM,Multifamily LR (1-4),351000000,4422 BAGLEY AVE N,SEATTLE,WA,98103,47.66112,-122.33207,LAKE UNION,4,2005,3,1,47658,47658,0,39751,39751,0,,27.60000038,27.60000038,1097954,1098790,77.40000153,77.30000305,Multifamily LR (1-4),Multifamily Housing,36715,Retail Store,NA,321792,,,Compliant,No Issue,1097954,,6.4,0.13,False,3036,
19445,2023,PACIFIC POINTE APTS/RETAIL,Multifamily LR (1-4),354000254,2100 N PACIFIC ST,SEATTLE,WA,98103,47.64859,-122.33311,LAKE UNION,4,2000,3,1,93079,56986,36093,91064,91064,0,80,20.70000076,21.10000038,1919685,1882735,45.90000153,46.90000153,Multifamily LR (1-4),Multifamily Housing,91064,NA,NA,377353,,6322,Compliant,No Issue,1287527,632160,41,0.72,False,,
19448,2023,MAGNOLIA MANOR,Multifamily LR (1-4),369000780,4073 GILMAN AVE W,SEATTLE,WA,98199,47.65675,-122.38833,MAGNOLIA / QUEEN ANNE,6,1962,3,1,24059,24059,0,24059,24059,0,61,32.40000153,33.09999847,795424,779084,90.69999695,92.59999847,Multifamily LR (1-4),Multifamily Housing,24059,NA,NA,233126,,,Compliant,No Issue,795424,,4.6,0.19,False,,
19451,2023,TRANSITIONAL CARE CENTER OF SEATTLE,NonResidential,424049024,2611 S DEARBORN ST,SEATTLE,WA,98144,47.59505,-122.29824,CENTRAL,3,1963,3,1,66402,66402,0,66402,66402,0,,111,111.4000015,7396198,7371311,176.1000061,177.1999969,Residential Care Facility,Residential Care Facility,66402,NA,NA,669784,,51109,Compliant,No Issue,2285303,5110900,284.1,4.28,False,,
19453,2023,LAKEVIEW COURT,Multifamily LR (1-4),425049010,1901 NE 85TH ST,SEATTLE,WA,98115,47.68993,-122.30754,NORTHEAST,4,1988,4,1,76285,60487,15798,76285,60487,15798,83,27.89999962,28.29999924,1712203,1686804,78.09999847,79.30000305,Multifamily LR (1-4),Multifamily Housing,60487,Parking,NA,501818,,,Compliant,No Issue,1712203,,9.9,0.16,False,15798,
19454,2023,VISTA POINT,Multifamily LR (1-4),425049013,8320 LAKE CITY WAY NE,SEATTLE,WA,98115,47.68984,-122.30826,NORTHEAST,4,1990,3,1,46873,29914,16959,46873,29914,16959,94,28.89999962,29,868766,864548,80.90000153,81.30000305,Multifamily LR (1-4),Multifamily Housing,29914,Parking,NA,254621,,,Compliant,No Issue,868766,,5,0.17,False,16959,
19456,2023,The MOD,Multifamily LR (1-4),425049047,6559 35TH AVE NE,SEATTLE,WA,98115,47.67723,-122.29126,NORTHEAST,4,1965,2,1,87031,74614,12417,87031,74614,12417,96,41.29999924,41.29999924,3078147,3082299,64.59999847,64.5,Multifamily LR (1-4),Multifamily Housing,74614,Parking,NA,264550,,21755,Compliant,No Issue,902646,2175500,120.5,1.62,False,12417,
19459,2023,RALEIGH COURT APTS,Multifamily LR (1-4),425049065,3418 NE 65TH ST,SEATTLE,WA,98115,47.67602,-122.29059,NORTHEAST,4,1998,3,1,27160,23937,3223,26405,23172,3233,75,28.20000076,28.10000038,651943,652394,78.80000305,78.80000305,Multifamily LR (1-4),Multifamily Housing,20148,Parking,Office,191074,,,Compliant,No Issue,651943,,3.8,0.16,False,3233,3024
19461,2023,UNIVERSITY UNITARIAN CHURCH,NonResidential,431000005,6556 35TH AVE NE,SEATTLE,WA,98115,47.67738,-122.28996,NORTHEAST,4,1957,2,1,22220,22220,0,26460,26460,0,59,27.79999924,28.39999962,751188,736174,65.40000153,66.40000153,Worship Facility,Worship Facility,26460,NA,NA,162177,,1978,Compliant,No Issue,553347,197840,13.7,0.62,False,,
19462,2023,WEDGEWOOD ELEMENTARY (SPS-DISTRICT),SPS-District K-12,439000615,2720 NE 85TH ST,SEATTLE,WA,98115,47.69054,-122.29705,NORTHEAST,4,1955,1,1,46732,46732,0,49904,49904,0,49,61.20000076,61.90000153,3087014,3052769,88.30000305,89,K-12 School,K-12 School,49904,NA,NA,200710,,24022,Compliant,No Issue,684822,2402190,131.3,2.81,False,,
19464,2023,BALLARD CONDOMINIUM (1532 NW 56TH ST #CU),Multifamily MR (5-9),451900000,1532 NW 56TH ST,SEATTLE,WA,98107,47.66963,-122.37771,BALLARD,6,2000,6,1,152693,86992,65701,205135,139434,65701,100,10.80000019,10.80000019,1504176,1502907,14.10000038,14.10000038,Multifamily MR (5-9),Multifamily Housing,135788,Parking,Office,64498,,12841,Compliant,No Issue,220066,1284110,69.3,0.8,False,65701,3646
19466,2023,SKYVIEW TERRACE APTS,Multifamily LR (1-4),455000730,5609 2ND AVE NW,SEATTLE,WA,98107,47.67015,-122.36011,NORTHWEST,6,1959,2,1,26211,26211,0,26211,26211,0,93,43,44.20000076,1159156,1127040,58.70000076,60,Multifamily LR (1-4),Multifamily Housing,26211,NA,NA,59490,,9562,Compliant,No Issue,202982,956170,51.9,1.98,False,,
19471,2023,Julius Horton Building LLC,Multifamily LR (1-4),1800021,1201 S VALE ST,SEATTLE,WA,98108,47.549,-122.31701,GREATER DUWAMISH,1,1914,2,1,28747,28747,0,28747,28747,0,,68.5,71.19999695,2047441,1969098,142.5,146.1999969,Multifamily LR (1-4),Multifamily Housing,14617,Retail Store,Restaurant,343984,,8738,Compliant,No Issue,1173675,873770,53.1,1.85,False,10803,3327
19472,2023,PUGET SOUND ENERGY GEORGETOWN OPER CTR,NonResidential,1800033,6500 URSULA PL S,SEATTLE,WA,98108,47.54437,-122.30863,GREATER DUWAMISH,1,1962,1,1,44700,44700,0,47870,47870,0,,41.79999924,42.09999847,2013119,1999612,95,95.30000305,Office,Office,47870,NA,NA,410224,,6134,Compliant,No Issue,1399683,613440,40.6,0.91,False,,
19477,2023,GLACIER MARINE SERVICES,NonResidential,1800128,6701 FOX AVE S,SEATTLE,WA,98108,47.54137,-122.33051,GREATER DUWAMISH,1,1976,1,1,44100,44100,0,40000,40000,0,20,17.70000076,17.79999924,710128,707277,49.5,49.70000076,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,40000,NA,NA,208126,,,Compliant,No Issue,710128,,4.1,0.09,False,,
19481,2023,Emerald Services,NonResidential,1800159,6851 EAST MARGINAL WAY S,SEATTLE,WA,98108,47.54121,-122.32584,GREATER DUWAMISH,1,1965,1,1,27800,27800,0,27800,27800,0,14,67.30000305,68.19999695,1895392,1871354,170.1999969,172.6999969,Distribution Center,Distribution Center,22300,Office,NA,470617,,2896,Compliant,No Issue,1605745,289650,24.7,0.89,False,5500,
19484,2023,THE COBB APARTMENTS,Multifamily HR (10+),2400002,1301 4TH AVE,SEATTLE,WA,98101,47.60827,-122.33536,DOWNTOWN,7,1910,11,1,123897,123897,0,96317,96317,0,32,72.5,73,7031364,6982061,127.9000015,128.5,Multifamily HR (10+),Multifamily Housing,76422,Restaurant,NA,792580,1716395,26107,Compliant,No Issue,2704282,2610690,293.1,2.37,False,19895,
19489,2023,SEADRUNAR PROPERTIES,NonResidential,5000001,28 S BRANDON ST,SEATTLE,WA,98134,47.55436,-122.33631,GREATER DUWAMISH,1,2001,1,1,46340,46340,0,55100,55100,0,,31.79999924,31.79999924,1752682,1752682,89.09999847,89.09999847,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,55100,NA,NA,513682,,,Compliant,No Issue,1752682,,10.2,0.22,False,,
19491,2023,PACIFIC MULTIFORMS INC - CAMPUS,Campus,5200056,6606 URSULA PL S,SEATTLE,WA,98108,47.54134,-122.30529,GREATER DUWAMISH,1,1994,1,3,22800,22800,0,22800,22800,0,,65.30000305,62.59999847,1426864,1488888,94.80000305,91.90000153,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,22440,Laboratory,NA,100004,,10856,Compliant,No Issue,341215,1085650,59.5,2.61,False,360,
19498,2023,YESLER PLACE APTS,Multifamily LR (1-4),7600129,1404 E YESLER WAY,SEATTLE,WA,98122,47.6019,-122.31379,CENTRAL,3,2005,4,1,37849,22852,14997,28352,22852,5500,,24.79999924,24.79999924,566894,566894,69.5,69.5,Multifamily LR (1-4),Multifamily Housing,11980,Office,Parking,166147,,,Compliant,No Issue,566894,,3.3,0.14,False,10872,5500
